Episode,Captured,Steps,Reward,CaptureRate,LR
670,0,5,-36.67,44.0,9.59e-05
672,1,45,255.44,44.0,9.59e-05
673,0,55,32.96,44.0,9.59e-05
674,1,39,223.50,44.0,9.59e-05
675,1,92,218.90,44.0,9.59e-05
676,1,76,192.91,44.0,9.58e-05
677,1,42,223.29,44.0,9.58e-05
678,0,16,-28.08,44.0,9.58e-05
679,0,7,-16.54,43.0,9.58e-05
680,1,58,187.43,43.0,9.58e-05
681,1,51,234.23,44.0,9.58e-05
682,1,45,255.53,45.0,9.58e-05
683,0,38,1.09,44.0,9.58e-05
684,0,15,18.57,43.0,9.57e-05
685,0,5,-28.86,43.0,9.57e-05
686,0,21,-3.71,42.0,9.57e-05
687,0,30,61.91,41.0,9.57e-05
688,0,8,-6.17,40.0,9.57e-05
689,0,35,2.38,40.0,9.57e-05
690,0,15,-41.28,40.0,9.57e-05
691,1,86,204.22,40.0,9.57e-05
692,1,72,186.93,40.0,9.56e-05
693,0,22,27.84,39.0,9.56e-05
694,0,21,52.22,39.0,9.56e-05
695,0,29,33.50,38.0,9.56e-05
696,1,51,240.63,39.0,9.56e-05
697,0,36,-51.74,39.0,9.56e-05
698,0,4,-29.42,39.0,9.56e-05
699,0,15,-10.58,39.0,9.56e-05
700,0,14,9.55,38.0,9.55e-05
701,1,31,204.29,39.0,9.55e-05
702,0,24,-3.45,39.0,9.55e-05
703,0,5,-36.02,38.0,9.55e-05
704,0,3,-29.05,38.0,9.55e-05
705,0,37,21.02,38.0,9.55e-05
706,1,30,226.42,38.0,9.55e-05
707,0,5,-16.47,37.0,9.54e-05
708,1,63,243.65,38.0,9.54e-05
709,1,59,242.46,39.0,9.54e-05
710,1,75,188.22,39.0,9.54e-05
711,1,49,201.14,40.0,9.54e-05
712,0,16,-3.72,40.0,9.54e-05
713,0,15,25.15,40.0,9.54e-05
714,0,40,8.25,39.0,9.54e-05
715,1,37,212.04,40.0,9.53e-05
716,0,9,-13.78,39.0,9.53e-05
717,0,52,-31.07,39.0,9.53e-05
718,1,54,194.21,40.0,9.53e-05
719,0,24,37.64,40.0,9.53e-05
720,1,28,220.38,41.0,9.53e-05
721,1,91,204.19,41.0,9.53e-05
722,0,11,12.11,41.0,9.52e-05
723,1,31,214.69,42.0,9.52e-05
724,1,80,190.70,42.0,9.52e-05
725,1,26,216.98,43.0,9.52e-05
726,1,37,202.58,43.0,9.52e-05
727,0,18,-23.07,43.0,9.52e-05
728,1,47,224.27,43.0,9.52e-05
729,1,19,227.57,44.0,9.52e-05
730,0,9,-15.44,44.0,9.51e-05
731,0,15,-16.15,44.0,9.51e-05
733,0,2,-27.81,43.0,9.51e-05
734,1,47,250.48,44.0,9.51e-05
735,0,3,-37.91,43.0,9.51e-05
736,1,54,191.24,44.0,9.51e-05
737,1,75,236.81,45.0,9.51e-05
738,0,7,-42.73,44.0,9.50e-05
739,1,15,210.78,44.0,9.50e-05
741,0,6,-27.52,44.0,9.50e-05
742,0,31,18.24,44.0,9.50e-05
743,1,36,215.53,44.0,9.50e-05
744,1,63,200.85,45.0,9.50e-05
745,1,101,168.60,46.0,9.50e-05
746,1,58,176.74,47.0,9.50e-05
747,1,79,179.90,47.0,9.49e-05
748,1,85,180.68,48.0,9.49e-05
749,1,99,200.35,48.0,9.49e-05
750,0,8,-12.84,47.0,9.49e-05
751,0,18,23.08,46.0,9.49e-05
752,1,25,225.01,47.0,9.49e-05
753,0,7,-9.66,47.0,9.49e-05
754,1,32,249.93,48.0,9.48e-05
755,1,51,180.37,49.0,9.48e-05
756,1,57,239.06,50.0,9.48e-05
757,1,57,203.93,51.0,9.48e-05
758,1,67,215.92,51.0,9.48e-05
759,0,8,-17.71,51.0,9.48e-05
760,0,2,-34.11,51.0,9.48e-05
761,0,5,-16.35,50.0,9.47e-05
762,1,50,197.79,50.0,9.47e-05
763,0,10,-21.36,49.0,9.47e-05
764,0,16,20.95,48.0,9.47e-05
765,0,2,-26.12,47.0,9.47e-05
766,1,55,183.34,47.0,9.47e-05
767,1,95,179.50,48.0,9.47e-05
768,1,89,176.04,49.0,9.46e-05
769,0,18,17.03,48.0,9.46e-05
770,1,99,197.29,49.0,9.46e-05
771,1,68,204.84,50.0,9.46e-05
772,1,19,205.74,50.0,9.46e-05
773,0,41,26.26,50.0,9.46e-05
774,1,46,251.41,50.0,9.46e-05
775,0,5,-20.22,49.0,9.45e-05
776,1,91,152.68,49.0,9.45e-05
777,0,8,-14.93,48.0,9.45e-05
778,0,5,-31.21,48.0,9.45e-05
779,1,25,210.26,49.0,9.45e-05
780,0,15,20.08,48.0,9.45e-05
781,1,68,196.99,48.0,9.45e-05
782,1,79,207.95,48.0,9.44e-05
783,0,11,-20.11,48.0,9.44e-05
784,1,77,209.85,49.0,9.44e-05
785,0,26,45.80,49.0,9.44e-05
786,0,2,-29.21,49.0,9.44e-05
787,0,8,-10.54,49.0,9.44e-05
788,0,5,-26.96,49.0,9.44e-05
789,1,86,177.57,50.0,9.43e-05
790,1,56,209.29,51.0,9.43e-05
791,1,40,210.97,51.0,9.43e-05
792,0,2,-27.15,50.0,9.43e-05
793,0,31,-13.64,50.0,9.43e-05
794,0,28,46.13,50.0,9.43e-05
795,1,77,206.62,51.0,9.43e-05
796,1,35,212.85,51.0,9.42e-05
797,0,10,-15.12,51.0,9.42e-05
798,0,14,8.29,51.0,9.42e-05
799,1,28,232.81,52.0,9.42e-05
800,1,46,217.21,53.0,9.42e-05
801,1,42,253.62,53.0,9.42e-05
802,1,79,198.92,54.0,9.42e-05
803,0,23,35.35,54.0,9.41e-05
804,0,22,16.21,54.0,9.41e-05
805,1,56,206.55,55.0,9.41e-05
806,1,69,191.12,55.0,9.41e-05
807,0,17,-7.16,55.0,9.41e-05
808,1,53,215.55,55.0,9.41e-05
809,0,45,41.09,54.0,9.41e-05
810,1,52,247.21,54.0,9.40e-05
811,1,40,238.48,54.0,9.40e-05
812,1,57,186.42,55.0,9.40e-05
813,0,46,37.89,55.0,9.40e-05
814,1,71,197.91,56.0,9.40e-05
815,0,33,23.58,55.0,9.40e-05
816,0,21,25.58,55.0,9.40e-05
817,0,11,-30.95,55.0,9.39e-05
818,0,48,-25.58,54.0,9.39e-05
819,0,2,-31.48,54.0,9.39e-05
820,0,21,-1.07,53.0,9.39e-05
821,1,27,220.69,53.0,9.39e-05
822,1,84,162.89,54.0,9.39e-05
823,0,29,13.58,53.0,9.38e-05
824,1,54,237.37,53.0,9.38e-05
825,1,70,186.77,53.0,9.38e-05
826,1,78,186.84,53.0,9.38e-05
827,1,30,232.55,54.0,9.38e-05
828,1,45,222.63,54.0,9.38e-05
829,0,17,6.39,53.0,9.38e-05
830,0,6,-36.35,53.0,9.37e-05
831,1,19,220.25,54.0,9.37e-05
832,1,63,198.68,55.0,9.37e-05
833,0,4,-23.03,55.0,9.37e-05
834,1,72,172.76,55.0,9.37e-05
835,0,10,-2.84,55.0,9.37e-05
836,0,17,-31.54,54.0,9.37e-05
837,1,52,217.29,54.0,9.36e-05
838,1,36,246.71,55.0,9.36e-05
839,0,26,60.80,54.0,9.36e-05
840,0,32,26.26,54.0,9.36e-05
841,0,16,15.37,54.0,9.36e-05
842,1,83,198.20,55.0,9.36e-05
843,0,11,-21.23,54.0,9.35e-05
845,1,67,230.16,53.0,9.35e-05
846,1,38,229.57,53.0,9.35e-05
847,0,11,2.38,52.0,9.35e-05
848,1,93,154.22,52.0,9.35e-05
849,1,72,201.64,52.0,9.35e-05
850,0,33,39.00,52.0,9.35e-05
851,1,92,192.48,53.0,9.34e-05
852,0,13,-14.03,52.0,9.34e-05
853,1,38,237.71,53.0,9.34e-05
854,0,2,-33.80,52.0,9.34e-05
855,1,38,224.40,52.0,9.34e-05
856,0,44,34.36,51.0,9.34e-05
857,1,58,247.80,51.0,9.33e-05
858,0,24,22.53,50.0,9.33e-05
859,1,41,216.94,51.0,9.33e-05
860,0,2,-26.62,51.0,9.33e-05
861,1,33,246.33,52.0,9.33e-05
862,1,49,209.01,52.0,9.33e-05
863,1,35,223.59,53.0,9.32e-05
864,1,40,193.70,54.0,9.32e-05
865,1,74,216.84,55.0,9.32e-05
866,1,21,210.47,55.0,9.32e-05
867,0,16,2.47,54.0,9.32e-05
868,1,29,238.15,54.0,9.32e-05
869,1,70,223.21,55.0,9.32e-05
870,0,12,-16.06,54.0,9.31e-05
871,1,65,201.66,54.0,9.31e-05
872,1,53,194.83,54.0,9.31e-05
873,0,14,-15.86,54.0,9.31e-05
874,0,8,-19.14,53.0,9.31e-05
875,1,98,228.53,54.0,9.31e-05
876,1,80,193.13,54.0,9.30e-05
877,1,43,221.16,55.0,9.30e-05
878,1,34,203.63,56.0,9.30e-05
879,1,38,203.65,56.0,9.30e-05
880,1,54,200.98,57.0,9.30e-05
881,0,5,-28.14,56.0,9.30e-05
882,1,101,174.88,56.0,9.29e-05
883,1,55,226.66,57.0,9.29e-05
884,0,4,-18.49,56.0,9.29e-05
885,0,9,-9.82,56.0,9.29e-05
886,1,62,227.79,57.0,9.29e-05
887,1,47,256.46,58.0,9.29e-05
888,0,9,-9.83,58.0,9.29e-05
889,1,44,239.33,58.0,9.28e-05
890,0,45,49.58,57.0,9.28e-05
891,1,25,223.23,57.0,9.28e-05
892,0,34,43.03,57.0,9.28e-05
893,1,46,237.52,58.0,9.28e-05
894,1,34,207.04,59.0,9.28e-05
896,1,68,199.01,58.0,9.27e-05
897,0,2,-24.91,58.0,9.27e-05
898,0,4,-15.77,58.0,9.27e-05
899,1,44,195.76,58.0,9.27e-05
900,1,47,196.08,58.0,9.27e-05
901,0,20,39.18,57.0,9.27e-05
902,0,12,20.47,56.0,9.26e-05
903,0,30,65.65,56.0,9.26e-05
904,1,33,239.66,57.0,9.26e-05
905,0,3,-32.34,56.0,9.26e-05
906,1,18,203.71,56.0,9.26e-05
907,0,27,36.68,56.0,9.26e-05
908,1,28,230.25,56.0,9.25e-05
909,0,21,38.67,56.0,9.25e-05
910,1,56,233.55,56.0,9.25e-05
911,1,32,233.51,56.0,9.25e-05
912,1,44,250.83,56.0,9.25e-05
913,1,42,209.34,57.0,9.25e-05
914,0,15,-18.85,56.0,9.24e-05
915,1,29,237.02,57.0,9.24e-05
916,0,30,54.91,57.0,9.24e-05
917,1,40,183.39,58.0,9.24e-05
918,1,28,224.07,59.0,9.24e-05
919,1,73,213.11,60.0,9.24e-05
920,0,3,-29.96,60.0,9.23e-05
921,0,30,17.76,59.0,9.23e-05
922,0,28,56.66,58.0,9.23e-05
924,1,32,249.14,58.0,9.23e-05
925,1,67,171.50,58.0,9.23e-05
926,1,79,202.20,58.0,9.23e-05
927,0,34,-19.05,57.0,9.22e-05
928,1,62,189.15,57.0,9.22e-05
929,1,35,240.24,58.0,9.22e-05
930,1,23,209.22,59.0,9.22e-05
931,0,7,-12.72,58.0,9.22e-05
932,0,19,6.94,57.0,9.22e-05
933,1,55,232.61,58.0,9.21e-05
934,0,3,-27.06,57.0,9.21e-05
935,1,50,188.91,58.0,9.21e-05
936,1,22,237.60,59.0,9.21e-05
937,1,56,208.88,59.0,9.21e-05
938,0,3,-18.16,58.0,9.21e-05
939,1,59,213.80,59.0,9.20e-05
940,1,62,250.40,60.0,9.20e-05
941,1,40,218.76,61.0,9.20e-05
942,1,65,221.55,61.0,9.20e-05
943,0,6,-16.59,61.0,9.20e-05
944,0,12,-32.40,61.0,9.20e-05
945,0,8,-14.90,60.0,9.19e-05
946,1,40,262.61,60.0,9.19e-05
948,0,12,-19.60,59.0,9.19e-05
949,1,32,220.55,59.0,9.19e-05
950,0,43,32.53,59.0,9.19e-05
951,1,74,212.96,59.0,9.19e-05
952,1,13,218.44,60.0,9.18e-05
953,1,71,221.45,60.0,9.18e-05
954,0,2,-28.80,60.0,9.18e-05
955,1,71,213.87,60.0,9.18e-05
956,0,14,-2.77,60.0,9.18e-05
957,0,20,-11.00,59.0,9.18e-05
958,0,8,-17.06,59.0,9.17e-05
959,1,71,199.57,59.0,9.17e-05
960,0,33,20.04,59.0,9.17e-05
961,0,3,-25.76,58.0,9.17e-05
962,1,64,210.89,58.0,9.17e-05
963,1,32,209.11,58.0,9.16e-05
964,1,84,154.57,58.0,9.16e-05
965,0,37,60.11,57.0,9.16e-05
966,1,62,227.78,57.0,9.16e-05
967,0,6,-19.03,57.0,9.16e-05
968,1,22,206.96,57.0,9.16e-05
969,0,4,-21.17,56.0,9.15e-05
970,0,10,-2.65,56.0,9.15e-05
971,0,15,8.46,55.0,9.15e-05
972,0,20,-18.94,54.0,9.15e-05
973,1,61,199.35,55.0,9.15e-05
974,1,71,215.42,56.0,9.15e-05
975,0,32,68.03,55.0,9.14e-05
976,1,34,253.77,55.0,9.14e-05
977,0,6,-23.17,54.0,9.14e-05
978,0,19,23.93,53.0,9.14e-05
979,1,47,197.54,53.0,9.14e-05
980,0,23,23.77,52.0,9.14e-05
981,0,32,32.36,52.0,9.13e-05
982,1,68,163.85,52.0,9.13e-05
983,0,30,-1.48,51.0,9.13e-05
985,1,81,187.06,52.0,9.13e-05
986,1,61,233.75,52.0,9.13e-05
987,1,66,166.80,52.0,9.12e-05
988,0,23,-12.64,52.0,9.12e-05
989,1,36,248.67,52.0,9.12e-05
990,1,63,179.79,53.0,9.12e-05
991,1,36,238.50,53.0,9.12e-05
992,1,30,220.24,54.0,9.12e-05
993,0,41,29.30,53.0,9.11e-05
994,1,68,170.57,53.0,9.11e-05
995,1,19,216.56,54.0,9.11e-05
996,0,6,-8.16,53.0,9.11e-05
997,0,7,-20.44,53.0,9.11e-05
998,1,51,212.87,54.0,9.11e-05
999,1,77,200.98,54.0,9.10e-05
1000,0,61,33.55,53.0,9.10e-05
1001,1,26,231.46,54.0,9.10e-05
1002,0,20,12.11,54.0,9.10e-05
1003,0,23,21.83,54.0,9.10e-05
1004,0,45,41.93,53.0,9.09e-05
1005,0,2,-33.68,53.0,9.09e-05
1006,1,90,184.16,53.0,9.09e-05
1007,1,80,219.38,54.0,9.09e-05
1009,1,81,186.54,54.0,9.09e-05
1010,1,42,215.11,54.0,9.09e-05
1011,0,32,-3.02,53.0,9.08e-05
1012,0,48,56.89,52.0,9.08e-05
1013,1,52,237.36,52.0,9.08e-05
1014,1,89,180.82,53.0,9.08e-05
1015,0,18,21.11,52.0,9.08e-05
1016,1,88,162.28,53.0,9.07e-05
1017,1,81,173.18,53.0,9.07e-05
1018,0,4,-21.93,52.0,9.07e-05
1019,1,60,203.35,52.0,9.07e-05
1020,0,11,-11.58,52.0,9.07e-05
1021,1,52,213.96,53.0,9.07e-05
1022,1,52,233.48,54.0,9.06e-05
1023,1,64,204.98,55.0,9.06e-05
1025,1,35,232.04,54.0,9.06e-05
1026,0,38,68.55,53.0,9.06e-05
1027,1,102,204.76,54.0,9.06e-05
1028,1,85,183.21,54.0,9.05e-05
1029,1,28,224.11,54.0,9.05e-05
1030,1,31,233.64,54.0,9.05e-05
1031,0,15,-21.81,54.0,9.05e-05
1032,1,63,236.71,55.0,9.05e-05
1033,1,28,222.46,55.0,9.05e-05
1034,0,37,-3.14,55.0,9.04e-05
1035,0,2,-32.39,54.0,9.04e-05
1036,0,2,-25.60,53.0,9.04e-05
1037,1,42,258.97,53.0,9.04e-05
1038,1,67,219.76,54.0,9.04e-05
1039,1,49,188.41,54.0,9.03e-05
1040,1,42,262.82,54.0,9.03e-05
1041,0,16,27.42,53.0,9.03e-05
1042,1,47,186.59,53.0,9.03e-05
1043,0,6,-1.62,53.0,9.03e-05
1044,1,58,170.42,54.0,9.03e-05
1045,0,11,3.49,54.0,9.02e-05
1046,0,3,-17.90,53.0,9.02e-05
1047,0,8,-26.98,53.0,9.02e-05
1048,1,71,188.59,54.0,9.02e-05
1049,1,44,236.22,54.0,9.02e-05
1050,1,90,169.73,55.0,9.01e-05
1051,0,17,25.49,54.0,9.01e-05
1052,1,39,256.01,54.0,9.01e-05
1053,0,21,10.28,53.0,9.01e-05
1054,1,23,206.84,54.0,9.01e-05
1055,0,2,-27.01,53.0,9.00e-05
1056,0,7,-32.90,53.0,9.00e-05
1057,0,33,-7.46,53.0,9.00e-05
1058,0,9,1.67,53.0,9.00e-05
1059,1,16,220.01,53.0,9.00e-05
1060,0,19,-10.35,53.0,9.00e-05
1061,0,15,19.89,53.0,8.99e-05
1062,0,28,19.75,52.0,8.99e-05
1063,1,80,188.70,52.0,8.99e-05
1064,1,43,206.51,52.0,8.99e-05
1065,0,8,-20.59,52.0,8.99e-05
1066,0,4,-36.81,51.0,8.98e-05
1067,1,77,254.67,52.0,8.98e-05
1068,0,46,49.27,51.0,8.98e-05
1069,1,37,239.07,52.0,8.98e-05
1070,1,83,206.05,53.0,8.98e-05
1071,0,5,-17.43,53.0,8.97e-05
1072,0,11,5.32,53.0,8.97e-05
1073,1,34,215.17,53.0,8.97e-05
1074,1,35,204.67,53.0,8.97e-05
1075,0,3,-28.44,53.0,8.97e-05
1076,1,21,216.67,53.0,8.97e-05
1077,0,20,24.17,53.0,8.96e-05
1078,1,29,248.26,54.0,8.96e-05
1079,1,80,179.99,54.0,8.96e-05
1080,1,73,166.08,55.0,8.96e-05
1081,1,56,203.21,56.0,8.96e-05
1082,1,61,217.63,56.0,8.95e-05
1083,1,52,193.85,57.0,8.95e-05
1084,1,70,233.15,58.0,8.95e-05
1085,1,45,208.21,58.0,8.95e-05
1086,0,20,45.21,57.0,8.95e-05
1087,1,74,248.56,57.0,8.94e-05
1088,0,18,23.86,57.0,8.94e-05
1089,1,99,213.77,57.0,8.94e-05
1091,1,45,187.21,56.0,8.94e-05
1092,1,83,197.76,56.0,8.94e-05
1093,0,2,-27.49,56.0,8.93e-05
1094,0,2,-25.08,55.0,8.93e-05
1095,1,98,262.45,55.0,8.93e-05
1097,1,94,158.99,56.0,8.93e-05
1098,1,46,232.01,56.0,8.93e-05
1099,1,68,212.93,56.0,8.92e-05
1100,1,58,227.39,57.0,8.92e-05
1101,1,66,198.63,57.0,8.92e-05
1102,1,77,183.25,58.0,8.92e-05
1103,1,67,202.79,59.0,8.92e-05
1104,1,75,186.80,60.0,8.92e-05
1105,1,51,201.62,61.0,8.91e-05
1106,1,94,207.84,61.0,8.91e-05
1107,1,73,199.19,61.0,8.91e-05
1108,0,18,32.84,61.0,8.91e-05
1109,0,2,-30.87,60.0,8.91e-05
1111,0,2,-31.83,59.0,8.90e-05
1112,1,75,202.55,60.0,8.90e-05
1113,0,4,-31.02,59.0,8.90e-05
1114,1,70,194.17,59.0,8.90e-05
1115,1,26,235.08,60.0,8.90e-05
1116,1,19,218.56,60.0,8.89e-05
1117,1,102,209.58,60.0,8.89e-05
1118,1,48,235.32,61.0,8.89e-05
1119,0,34,-22.93,60.0,8.89e-05
1120,1,29,238.63,61.0,8.89e-05
1121,1,52,238.59,61.0,8.88e-05
1122,1,45,250.63,61.0,8.88e-05
1123,1,37,230.53,61.0,8.88e-05
1124,0,6,-18.34,61.0,8.88e-05
1125,0,11,-3.80,60.0,8.88e-05
1126,1,37,191.45,61.0,8.87e-05
1127,1,38,252.16,61.0,8.87e-05
1128,1,51,210.61,61.0,8.87e-05
1129,0,6,-22.74,60.0,8.87e-05
1131,1,44,194.36,60.0,8.87e-05
1132,1,59,185.27,60.0,8.86e-05
1133,0,20,27.27,59.0,8.86e-05
1134,1,48,205.85,60.0,8.86e-05
1135,1,36,264.43,61.0,8.86e-05
1136,1,37,264.88,62.0,8.86e-05
1137,1,81,241.40,62.0,8.85e-05
1138,1,70,199.45,62.0,8.85e-05
1139,0,5,-23.50,61.0,8.85e-05
1140,1,67,186.48,61.0,8.85e-05
1141,0,34,64.54,61.0,8.85e-05
1142,1,69,210.60,61.0,8.84e-05
1143,1,109,178.62,62.0,8.84e-05
1144,1,61,213.54,62.0,8.84e-05
1145,1,55,184.98,63.0,8.84e-05
1146,1,43,223.24,64.0,8.84e-05
1147,1,27,235.07,65.0,8.83e-05
1148,0,6,-11.45,64.0,8.83e-05
1149,0,6,-20.88,63.0,8.83e-05
1151,1,45,202.09,63.0,8.83e-05
1152,0,25,23.39,62.0,8.83e-05
1153,1,33,224.66,63.0,8.82e-05
1154,0,30,27.73,62.0,8.82e-05
1155,1,58,176.38,63.0,8.82e-05
1156,1,86,138.33,64.0,8.82e-05
1157,1,59,227.88,65.0,8.82e-05
1158,1,55,214.31,66.0,8.81e-05
1159,0,8,-30.10,65.0,8.81e-05
1160,1,81,217.17,66.0,8.81e-05
1161,0,3,-23.07,66.0,8.81e-05
1162,1,79,195.91,67.0,8.81e-05
1163,1,40,208.91,67.0,8.80e-05
1164,1,59,200.85,67.0,8.80e-05
1165,1,42,255.68,68.0,8.80e-05
1166,0,5,-22.59,68.0,8.80e-05
1167,1,64,161.86,68.0,8.80e-05
1168,1,31,235.10,69.0,8.79e-05
1169,1,27,218.49,69.0,8.79e-05
1171,1,30,232.34,69.0,8.79e-05
1172,1,26,216.53,70.0,8.79e-05
1173,1,76,186.68,70.0,8.79e-05
1174,0,8,-17.59,69.0,8.78e-05
1176,1,53,181.66,69.0,8.78e-05
1177,0,2,-25.42,69.0,8.78e-05
1178,1,13,207.51,69.0,8.78e-05
1179,1,57,187.04,69.0,8.78e-05
1180,0,30,-2.08,68.0,8.77e-05
1181,0,6,-21.31,67.0,8.77e-05
1182,0,8,-10.52,66.0,8.77e-05
1183,0,5,-17.97,65.0,8.77e-05
1184,1,39,206.36,65.0,8.77e-05
1185,0,19,18.03,64.0,8.76e-05
1186,1,68,223.11,65.0,8.76e-05
1187,1,44,207.60,65.0,8.76e-05
1188,1,53,230.11,66.0,8.76e-05
1189,1,23,228.52,66.0,8.75e-05
1190,1,40,233.37,67.0,8.75e-05
1191,1,41,198.05,67.0,8.75e-05
1193,1,35,266.00,67.0,8.75e-05
1194,1,46,227.92,68.0,8.75e-05
1195,1,108,192.29,68.0,8.74e-05
1196,0,9,0.72,68.0,8.74e-05
1197,1,29,228.97,68.0,8.74e-05
1199,0,46,47.47,66.0,8.74e-05
1200,1,77,145.83,66.0,8.74e-05
1201,1,41,230.86,66.0,8.73e-05
1202,1,77,175.22,66.0,8.73e-05
1203,0,22,1.47,65.0,8.73e-05
1204,1,44,228.68,65.0,8.73e-05
1205,1,42,240.95,65.0,8.73e-05
1206,1,49,193.97,65.0,8.72e-05
1207,1,66,199.10,65.0,8.72e-05
1208,1,29,235.25,66.0,8.72e-05
1209,1,32,220.20,67.0,8.72e-05
1210,0,23,9.97,67.0,8.72e-05
1211,1,100,153.05,68.0,8.71e-05
1212,0,46,57.88,67.0,8.71e-05
1213,1,30,239.20,68.0,8.71e-05
1214,0,3,-26.43,67.0,8.71e-05
1215,0,36,-43.13,66.0,8.70e-05
1216,1,70,180.24,66.0,8.70e-05
1217,0,37,11.98,65.0,8.70e-05
1218,1,28,213.97,65.0,8.70e-05
1219,1,62,203.53,66.0,8.70e-05
1220,1,48,251.78,66.0,8.69e-05
1221,1,32,212.70,66.0,8.69e-05
1222,0,29,-20.08,65.0,8.69e-05
1223,0,2,-27.22,64.0,8.69e-05
1224,1,61,183.16,65.0,8.69e-05
1225,1,46,202.29,66.0,8.68e-05
1226,0,27,-10.92,65.0,8.68e-05
1227,0,21,13.03,64.0,8.68e-05
1228,0,20,8.74,63.0,8.68e-05
1229,1,16,229.54,64.0,8.68e-05
1230,1,53,235.24,65.0,8.67e-05
1231,1,27,239.09,65.0,8.67e-05
1232,1,18,208.71,65.0,8.67e-05
1233,1,41,179.91,66.0,8.67e-05
1234,1,25,219.10,66.0,8.66e-05
1235,0,12,-2.92,65.0,8.66e-05
1236,0,23,-26.00,64.0,8.66e-05
1237,0,4,-32.02,63.0,8.66e-05
1238,0,3,-28.16,62.0,8.66e-05
1239,1,56,194.45,63.0,8.65e-05
1240,0,11,-15.55,62.0,8.65e-05
1241,0,3,-27.60,62.0,8.65e-05
1242,0,27,9.66,61.0,8.65e-05
1243,1,69,205.39,61.0,8.65e-05
1244,1,53,192.45,61.0,8.64e-05
1245,1,64,219.22,61.0,8.64e-05
1246,1,64,203.56,61.0,8.64e-05
1247,1,38,219.02,61.0,8.64e-05
1248,0,43,27.71,61.0,8.63e-05
1249,0,12,-17.88,61.0,8.63e-05
1250,0,7,-36.29,61.0,8.63e-05
1251,0,35,70.74,60.0,8.63e-05
1252,0,15,19.19,60.0,8.63e-05
1253,1,73,195.87,60.0,8.62e-05
1254,1,19,219.03,61.0,8.62e-05
1255,1,37,185.97,61.0,8.62e-05
1256,0,13,-11.79,60.0,8.62e-05
1257,0,7,-18.80,59.0,8.62e-05
1258,0,29,-12.69,58.0,8.61e-05
1259,1,33,239.66,59.0,8.61e-05
1260,0,13,8.17,58.0,8.61e-05
1262,1,78,246.91,58.0,8.61e-05
1263,1,78,190.03,58.0,8.60e-05
1264,1,62,193.24,58.0,8.60e-05
1265,0,33,29.89,57.0,8.60e-05
1267,1,73,181.40,57.0,8.60e-05
1268,1,48,203.51,57.0,8.60e-05
1269,1,57,221.76,57.0,8.59e-05
1270,1,56,159.51,58.0,8.59e-05
1271,0,17,-3.72,57.0,8.59e-05
1272,0,22,-4.64,56.0,8.59e-05
1273,1,38,226.18,56.0,8.59e-05
1274,0,23,2.26,56.0,8.58e-05
1275,1,106,168.35,57.0,8.58e-05
1276,1,58,177.16,57.0,8.58e-05
1277,0,4,-15.27,57.0,8.58e-05
1278,1,70,199.70,57.0,8.57e-05
1279,1,34,198.07,57.0,8.57e-05
1280,1,28,245.64,58.0,8.57e-05
1282,0,2,-29.38,58.0,8.57e-05
1283,1,59,215.84,59.0,8.57e-05
1284,0,20,-10.30,58.0,8.56e-05
1285,1,43,225.08,59.0,8.56e-05
1286,1,58,221.58,59.0,8.56e-05
1287,1,36,233.01,59.0,8.56e-05
1288,0,3,-36.65,58.0,8.55e-05
1289,1,54,245.67,58.0,8.55e-05
1290,1,57,189.85,58.0,8.55e-05
1291,1,39,229.84,58.0,8.55e-05
1292,1,87,214.10,59.0,8.55e-05
1293,0,32,88.60,58.0,8.54e-05
1294,1,58,216.95,58.0,8.54e-05
1295,1,63,202.03,58.0,8.54e-05
1296,1,65,191.67,59.0,8.54e-05
1297,1,28,254.07,59.0,8.53e-05
1298,1,54,202.00,60.0,8.53e-05
1299,0,5,-14.47,60.0,8.53e-05
1300,1,27,253.61,60.0,8.53e-05
1301,1,67,186.49,60.0,8.53e-05
1302,1,43,183.91,60.0,8.52e-05
1303,1,48,240.10,61.0,8.52e-05
1304,0,5,-16.52,60.0,8.52e-05
1305,0,13,27.92,59.0,8.52e-05
1306,0,31,34.84,58.0,8.51e-05
1307,1,52,198.10,58.0,8.51e-05
1308,1,21,229.77,58.0,8.51e-05
1309,0,39,24.52,57.0,8.51e-05
1310,0,46,-3.98,57.0,8.51e-05
1311,0,19,38.41,56.0,8.50e-05
1312,1,78,251.95,57.0,8.50e-05
1313,1,92,186.37,57.0,8.50e-05
1314,1,49,192.83,58.0,8.50e-05
1315,0,4,-30.77,58.0,8.49e-05
1316,1,68,229.02,58.0,8.49e-05
1317,1,70,200.90,59.0,8.49e-05
1318,0,5,-27.49,58.0,8.49e-05
1319,1,34,228.68,58.0,8.49e-05
1320,1,58,182.96,58.0,8.48e-05
1321,1,58,224.78,58.0,8.48e-05
1322,0,40,78.37,58.0,8.48e-05
1323,0,27,13.46,58.0,8.48e-05
1324,0,17,26.60,57.0,8.47e-05
1325,0,23,26.71,56.0,8.47e-05
1326,0,2,-32.57,56.0,8.47e-05
1327,1,50,231.27,57.0,8.47e-05
1328,1,61,208.29,58.0,8.47e-05
1329,0,41,32.84,57.0,8.46e-05
1330,0,3,-23.14,56.0,8.46e-05
1331,0,8,-16.48,55.0,8.46e-05
1332,1,61,199.50,55.0,8.46e-05
1333,1,60,192.90,55.0,8.45e-05
