Episode,Captured,Steps,Reward,CaptureRate,LR
1990,1,27,194.13,45.0,6.81e-05
1991,1,92,220.95,45.0,6.81e-05
1992,0,22,43.90,44.0,6.81e-05
1993,1,51,243.83,44.0,6.80e-05
1994,0,42,42.03,44.0,6.80e-05
1995,1,67,205.64,45.0,6.80e-05
1996,0,2,-27.54,45.0,6.79e-05
1997,1,59,184.79,46.0,6.79e-05
1998,0,35,23.88,45.0,6.79e-05
1999,1,38,233.78,45.0,6.79e-05
2000,1,55,246.21,45.0,6.78e-05
2001,1,69,219.78,46.0,6.78e-05
2002,1,55,226.05,46.0,6.78e-05
2003,1,91,232.23,47.0,6.77e-05
2004,0,20,3.31,47.0,6.77e-05
2005,0,9,-22.82,46.0,6.77e-05
2006,1,26,223.81,46.0,6.76e-05
2007,0,8,-13.09,46.0,6.76e-05
2008,1,75,214.47,47.0,6.76e-05
2009,0,11,-46.40,47.0,6.76e-05
2010,0,31,35.20,46.0,6.75e-05
2011,1,47,223.51,46.0,6.75e-05
2012,1,38,207.94,46.0,6.75e-05
2013,0,2,-27.61,46.0,6.74e-05
2014,0,20,5.26,45.0,6.74e-05
2015,0,3,-32.84,44.0,6.74e-05
2016,1,74,220.30,44.0,6.74e-05
2017,0,5,-21.97,43.0,6.73e-05
2018,1,30,209.63,44.0,6.73e-05
2019,0,38,53.17,44.0,6.73e-05
2020,0,10,-12.40,44.0,6.72e-05
2021,0,18,19.94,44.0,6.72e-05
2022,1,40,204.23,45.0,6.72e-05
2023,1,90,238.92,45.0,6.72e-05
2024,1,25,206.29,45.0,6.71e-05
2025,1,72,229.39,45.0,6.71e-05
2026,1,44,220.41,45.0,6.71e-05
2027,0,15,-12.68,45.0,6.70e-05
2028,1,52,191.06,45.0,6.70e-05
2029,0,19,-7.33,44.0,6.70e-05
2030,1,44,257.69,45.0,6.69e-05
2031,1,68,214.80,46.0,6.69e-05
2032,1,47,199.90,47.0,6.69e-05
2033,1,54,245.02,48.0,6.69e-05
2034,0,24,-5.63,47.0,6.68e-05
2035,0,19,39.44,47.0,6.68e-05
2036,0,7,1.98,46.0,6.68e-05
2037,0,19,32.35,46.0,6.67e-05
2039,0,18,34.63,45.0,6.67e-05
2040,0,10,-29.53,45.0,6.67e-05
2041,1,67,221.86,46.0,6.67e-05
2042,0,24,-12.21,46.0,6.66e-05
2043,0,4,-24.99,46.0,6.66e-05
2044,0,2,-27.34,46.0,6.66e-05
2045,1,71,224.55,47.0,6.65e-05
2046,0,25,-8.13,46.0,6.65e-05
2047,0,2,-30.41,46.0,6.65e-05
2048,0,9,-0.69,45.0,6.64e-05
2049,1,24,230.33,46.0,6.64e-05
2050,1,46,212.09,47.0,6.64e-05
2051,1,64,224.97,48.0,6.64e-05
2052,1,46,204.13,48.0,6.63e-05
2053,0,33,5.82,48.0,6.63e-05
2054,0,20,16.18,47.0,6.63e-05
2055,1,46,252.92,48.0,6.62e-05
2056,1,36,217.09,48.0,6.62e-05
2057,1,39,218.23,49.0,6.62e-05
2058,0,47,2.18,48.0,6.62e-05
2059,1,49,237.02,49.0,6.61e-05
2060,0,26,9.42,49.0,6.61e-05
2061,1,36,227.99,50.0,6.61e-05
2062,0,37,-17.68,50.0,6.60e-05
2063,0,34,16.84,50.0,6.60e-05
2064,1,58,231.67,50.0,6.60e-05
2065,0,29,23.41,49.0,6.59e-05
2066,0,7,-10.35,49.0,6.59e-05
2067,0,20,-30.71,49.0,6.59e-05
2068,1,23,223.20,49.0,6.59e-05
2069,1,66,225.29,50.0,6.58e-05
2070,1,40,242.75,51.0,6.58e-05
2071,1,68,212.45,52.0,6.58e-05
2072,0,2,-29.68,51.0,6.57e-05
2073,1,56,239.28,51.0,6.57e-05
2074,1,25,220.39,52.0,6.57e-05
2075,0,2,-34.06,51.0,6.56e-05
2076,1,43,230.50,51.0,6.56e-05
2077,0,31,-13.81,51.0,6.56e-05
2078,0,21,-5.01,50.0,6.56e-05
2079,1,36,222.08,51.0,6.55e-05
2080,1,58,239.98,51.0,6.55e-05
2081,0,48,13.88,50.0,6.55e-05
2082,0,12,-11.60,49.0,6.54e-05
2083,0,17,-6.02,49.0,6.54e-05
2084,0,10,-5.75,49.0,6.54e-05
2085,0,26,28.92,49.0,6.54e-05
2086,1,56,227.32,50.0,6.53e-05
2087,0,3,-22.41,49.0,6.53e-05
2088,1,43,211.19,49.0,6.53e-05
2089,0,29,15.03,49.0,6.52e-05
2090,1,45,204.74,49.0,6.52e-05
2091,1,61,239.08,49.0,6.52e-05
2092,1,31,210.11,50.0,6.51e-05
2093,0,29,51.51,49.0,6.51e-05
2094,1,60,220.18,50.0,6.51e-05
2095,0,12,-3.91,49.0,6.51e-05
2096,1,65,237.17,50.0,6.50e-05
2097,0,17,-9.00,49.0,6.50e-05
2098,1,69,215.65,50.0,6.50e-05
2099,1,42,213.66,50.0,6.49e-05
2100,0,2,-33.23,49.0,6.49e-05
2101,0,25,30.01,48.0,6.49e-05
2102,0,4,-12.48,47.0,6.48e-05
2103,1,41,249.85,47.0,6.48e-05
2104,1,59,231.54,48.0,6.48e-05
2105,0,86,84.59,48.0,6.48e-05
2106,0,18,5.48,47.0,6.47e-05
2107,1,51,210.49,48.0,6.47e-05
2108,0,4,-33.77,47.0,6.47e-05
2109,1,46,210.90,48.0,6.46e-05
2110,0,23,10.26,48.0,6.46e-05
2111,0,7,-21.11,47.0,6.46e-05
2112,1,40,215.21,47.0,6.45e-05
2113,0,12,-20.83,47.0,6.45e-05
2114,1,45,215.35,48.0,6.45e-05
2115,0,21,23.91,48.0,6.45e-05
2116,1,66,257.47,48.0,6.44e-05
2117,1,73,213.34,49.0,6.44e-05
2118,0,14,1.52,48.0,6.44e-05
2120,1,28,224.62,49.0,6.43e-05
2121,1,38,215.05,50.0,6.43e-05
2122,0,12,-0.84,49.0,6.43e-05
2123,0,3,-24.96,48.0,6.43e-05
2124,0,2,-24.95,47.0,6.42e-05
2126,1,74,223.80,46.0,6.42e-05
2127,0,14,29.67,46.0,6.42e-05
2128,1,62,180.02,46.0,6.41e-05
2129,1,35,228.10,47.0,6.41e-05
2130,1,29,225.47,47.0,6.41e-05
2131,0,17,9.42,46.0,6.40e-05
2132,1,46,224.22,46.0,6.40e-05
2133,1,40,250.68,46.0,6.40e-05
2134,1,59,209.22,47.0,6.40e-05
2135,0,17,33.49,47.0,6.39e-05
2136,0,39,-20.57,47.0,6.39e-05
2137,0,27,35.10,47.0,6.39e-05
2138,0,36,20.89,47.0,6.38e-05
2139,1,28,200.34,48.0,6.38e-05
2140,1,53,208.67,49.0,6.38e-05
2141,1,52,214.93,49.0,6.37e-05
2142,1,46,265.34,50.0,6.37e-05
2143,0,5,-27.66,50.0,6.37e-05
2145,1,42,229.84,50.0,6.37e-05
2146,0,20,-10.31,50.0,6.36e-05
2147,0,5,-18.85,50.0,6.36e-05
2149,0,11,1.94,49.0,6.36e-05
2151,0,82,28.61,47.0,6.35e-05
2152,0,21,16.54,46.0,6.35e-05
2154,1,58,241.71,47.0,6.35e-05
2155,1,73,234.43,47.0,6.34e-05
2156,1,50,212.13,47.0,6.34e-05
2157,1,46,199.42,47.0,6.34e-05
2158,1,33,211.83,48.0,6.34e-05
2159,1,44,235.46,48.0,6.33e-05
2160,1,60,211.05,49.0,6.33e-05
2161,0,6,-14.39,48.0,6.33e-05
2162,0,36,21.29,48.0,6.32e-05
2163,1,36,210.82,49.0,6.32e-05
2164,0,3,-33.21,48.0,6.32e-05
2165,1,25,216.74,49.0,6.31e-05
2166,0,20,15.44,49.0,6.31e-05
2167,1,55,222.05,50.0,6.31e-05
2168,0,34,-12.86,49.0,6.31e-05
2169,1,66,237.30,49.0,6.30e-05
2170,0,16,29.58,48.0,6.30e-05
2171,0,17,-3.22,47.0,6.30e-05
2172,0,16,-20.72,47.0,6.29e-05
2173,1,34,224.39,47.0,6.29e-05
2174,0,23,-14.78,46.0,6.29e-05
2175,0,14,-23.00,46.0,6.28e-05
2176,0,56,27.54,45.0,6.28e-05
2177,1,37,227.91,46.0,6.28e-05
2178,0,52,0.86,46.0,6.27e-05
2180,1,46,190.54,45.0,6.27e-05
2181,0,17,39.40,45.0,6.27e-05
2182,0,45,1.67,45.0,6.27e-05
2183,1,48,232.97,46.0,6.26e-05
2184,0,13,-3.92,46.0,6.26e-05
2186,0,24,22.73,45.0,6.26e-05
2187,1,27,210.44,46.0,6.25e-05
2188,0,2,-24.80,45.0,6.25e-05
2189,1,38,220.48,46.0,6.25e-05
2190,0,9,-18.69,45.0,6.24e-05
2191,1,20,210.35,45.0,6.24e-05
2192,0,3,-25.48,44.0,6.24e-05
2193,0,3,-24.31,44.0,6.24e-05
2194,1,68,208.99,44.0,6.23e-05
2195,1,48,239.45,45.0,6.23e-05
2196,0,16,2.66,44.0,6.23e-05
2197,1,66,219.94,45.0,6.22e-05
2198,0,19,-3.86,44.0,6.22e-05
2199,1,58,231.76,44.0,6.22e-05
2200,1,34,210.28,45.0,6.21e-05
2201,1,35,220.73,46.0,6.21e-05
2202,0,7,-22.22,46.0,6.21e-05
2203,1,64,208.67,46.0,6.21e-05
2204,0,44,19.18,45.0,6.20e-05
2206,0,3,-28.05,45.0,6.20e-05
2207,1,47,218.86,45.0,6.20e-05
2208,0,41,10.21,45.0,6.19e-05
2209,1,40,215.80,45.0,6.19e-05
2210,0,26,2.68,45.0,6.19e-05
2211,0,22,-2.12,45.0,6.18e-05
2212,0,17,1.40,44.0,6.18e-05
2214,0,7,-4.23,43.0,6.18e-05
2215,1,34,252.48,44.0,6.18e-05
2216,0,15,-17.05,43.0,6.17e-05
2217,1,37,230.93,43.0,6.17e-05
2218,0,6,-9.49,43.0,6.17e-05
2219,1,32,223.26,44.0,6.16e-05
2220,0,26,7.23,43.0,6.16e-05
2221,0,42,72.06,42.0,6.16e-05
2222,0,14,3.68,42.0,6.15e-05
2223,0,21,16.82,42.0,6.15e-05
2224,0,4,-34.85,42.0,6.15e-05
2225,0,24,18.88,42.0,6.14e-05
2226,0,11,-11.77,41.0,6.14e-05
2227,0,23,-14.06,41.0,6.14e-05
2228,0,17,39.99,40.0,6.14e-05
2229,1,39,219.58,40.0,6.13e-05
2230,1,38,235.64,40.0,6.13e-05
2231,1,21,208.61,41.0,6.13e-05
2232,1,105,238.09,41.0,6.12e-05
2233,1,26,229.60,41.0,6.12e-05
2234,1,21,224.62,41.0,6.12e-05
2235,1,54,225.22,42.0,6.11e-05
2236,1,41,218.10,43.0,6.11e-05
2237,0,3,-26.88,43.0,6.11e-05
2238,0,48,61.53,43.0,6.11e-05
2239,0,17,8.11,42.0,6.10e-05
2240,1,51,244.82,42.0,6.10e-05
2241,1,38,219.70,42.0,6.10e-05
2242,0,10,-2.11,41.0,6.09e-05
2243,1,54,219.88,42.0,6.09e-05
2244,1,43,205.29,43.0,6.09e-05
2245,0,12,14.24,42.0,6.08e-05
2246,0,24,9.81,42.0,6.08e-05
2247,0,7,-22.79,42.0,6.08e-05
2248,0,7,-17.73,42.0,6.08e-05
2249,1,36,216.48,43.0,6.07e-05
2250,1,67,226.81,44.0,6.07e-05
2251,1,29,218.51,45.0,6.07e-05
2252,1,36,238.54,46.0,6.06e-05
2253,1,81,222.96,47.0,6.06e-05
2254,1,28,223.45,47.0,6.06e-05
2255,0,31,18.37,46.0,6.05e-05
2256,1,65,236.22,46.0,6.05e-05
2258,0,11,-21.06,44.0,6.05e-05
2259,1,37,183.13,44.0,6.04e-05
2260,0,5,-23.84,43.0,6.04e-05
2261,0,11,-2.18,43.0,6.04e-05
2262,0,13,-24.62,43.0,6.04e-05
2263,0,9,-1.96,42.0,6.03e-05
2264,1,31,232.33,43.0,6.03e-05
2265,1,37,203.52,43.0,6.03e-05
2267,0,16,16.49,42.0,6.02e-05
2268,0,54,3.36,42.0,6.02e-05
2269,1,71,234.12,42.0,6.02e-05
2270,0,54,20.03,42.0,6.01e-05
2271,0,20,-23.51,42.0,6.01e-05
2272,1,67,227.17,43.0,6.01e-05
2273,1,46,198.62,43.0,6.01e-05
2274,0,11,-13.87,43.0,6.00e-05
2275,0,36,5.23,43.0,6.00e-05
2276,1,28,225.75,44.0,6.00e-05
2277,0,35,-11.81,43.0,5.99e-05
2278,1,43,203.73,44.0,5.99e-05
2279,1,59,241.62,45.0,5.99e-05
2280,0,14,-15.83,44.0,5.98e-05
2281,1,23,210.48,45.0,5.98e-05
2282,1,37,231.02,46.0,5.98e-05
2283,1,35,212.49,46.0,5.97e-05
2284,1,61,230.39,47.0,5.97e-05
2285,0,11,0.66,47.0,5.97e-05
2286,1,74,189.63,48.0,5.97e-05
2288,0,2,-32.38,47.0,5.96e-05
2289,1,62,228.40,47.0,5.96e-05
2290,1,77,248.23,48.0,5.96e-05
2291,0,31,28.90,47.0,5.95e-05
2292,1,66,210.33,48.0,5.95e-05
2293,0,18,23.60,48.0,5.95e-05
2294,1,54,203.71,48.0,5.94e-05
2295,1,50,236.31,48.0,5.94e-05
2296,1,28,221.54,49.0,5.94e-05
2297,0,38,3.29,48.0,5.93e-05
2298,1,35,224.85,49.0,5.93e-05
2300,0,10,-17.40,47.0,5.93e-05
2301,0,24,36.81,46.0,5.93e-05
2302,0,64,56.04,46.0,5.92e-05
2303,0,23,60.34,45.0,5.92e-05
2304,0,7,-31.15,45.0,5.92e-05
2305,0,35,17.27,45.0,5.91e-05
2306,0,50,40.13,45.0,5.91e-05
2307,0,14,22.11,44.0,5.91e-05
2308,0,20,23.91,44.0,5.90e-05
2309,0,10,-2.87,43.0,5.90e-05
2310,0,11,8.84,43.0,5.90e-05
2311,0,2,-25.69,43.0,5.89e-05
2312,1,69,254.82,44.0,5.89e-05
2313,1,41,237.72,45.0,5.89e-05
2314,0,26,36.69,45.0,5.89e-05
2315,1,21,213.64,45.0,5.88e-05
2316,1,52,209.67,46.0,5.88e-05
2317,1,52,215.87,46.0,5.88e-05
2318,0,23,-3.77,46.0,5.87e-05
2319,0,18,12.96,45.0,5.87e-05
2320,1,25,239.88,46.0,5.87e-05
2321,1,45,206.53,47.0,5.86e-05
2322,0,25,18.39,47.0,5.86e-05
2323,0,54,48.69,47.0,5.86e-05
2324,1,38,226.00,48.0,5.86e-05
2325,0,13,-23.76,48.0,5.85e-05
2328,0,53,39.23,48.0,5.85e-05
2329,1,39,214.69,48.0,5.85e-05
2330,1,49,232.07,48.0,5.84e-05
2331,1,26,214.59,48.0,5.84e-05
2332,0,7,-18.18,47.0,5.84e-05
2333,1,62,252.30,47.0,5.83e-05
2334,1,28,221.26,47.0,5.83e-05
2335,1,51,237.78,47.0,5.83e-05
2336,0,15,-25.14,46.0,5.82e-05
2337,1,73,217.16,47.0,5.82e-05
2338,0,9,-12.15,47.0,5.82e-05
2339,0,23,-5.05,47.0,5.82e-05
2340,0,2,-28.44,46.0,5.81e-05
2341,0,8,-19.48,45.0,5.81e-05
2342,1,34,211.59,46.0,5.81e-05
2343,0,16,-9.33,45.0,5.80e-05
2344,0,15,-19.53,44.0,5.80e-05
2345,0,5,-9.91,44.0,5.80e-05
2346,1,35,226.94,45.0,5.79e-05
2347,0,2,-28.30,45.0,5.79e-05
2348,0,39,27.85,45.0,5.79e-05
2349,0,25,-1.18,44.0,5.78e-05
2350,1,52,206.95,44.0,5.78e-05
2351,0,16,10.24,43.0,5.78e-05
2352,0,2,-28.79,42.0,5.78e-05
2353,0,14,-16.40,41.0,5.77e-05
2354,0,11,-7.66,40.0,5.77e-05
2355,0,3,-28.33,40.0,5.77e-05
2356,1,43,235.24,40.0,5.76e-05
2357,1,50,242.44,41.0,5.76e-05
2358,0,11,-14.98,41.0,5.76e-05
2359,0,37,44.91,40.0,5.75e-05
2360,0,47,43.10,40.0,5.75e-05
2361,0,8,-14.21,40.0,5.75e-05
2362,0,5,-29.31,40.0,5.74e-05
2363,1,73,233.95,41.0,5.74e-05
2364,0,49,37.66,40.0,5.74e-05
2365,1,41,223.91,40.0,5.74e-05
2366,1,78,225.56,41.0,5.73e-05
2367,0,31,42.55,41.0,5.73e-05
2369,1,25,216.30,41.0,5.73e-05
2370,1,64,219.38,42.0,5.72e-05
2371,0,14,-3.37,42.0,5.72e-05
2372,1,36,249.87,42.0,5.72e-05
2373,1,60,234.55,42.0,5.71e-05
2374,0,2,-31.64,42.0,5.71e-05
2376,1,70,226.49,42.0,5.71e-05
2377,0,39,53.48,42.0,5.70e-05
2378,1,24,201.32,42.0,5.70e-05
2379,0,52,42.34,41.0,5.70e-05
2380,1,35,196.87,42.0,5.70e-05
2381,0,29,-5.61,41.0,5.69e-05
2382,0,14,-18.78,40.0,5.69e-05
2383,1,45,238.96,40.0,5.69e-05
2384,1,44,196.24,40.0,5.68e-05
2385,0,3,-19.32,40.0,5.68e-05
2386,0,8,-19.75,39.0,5.68e-05
2387,0,2,-27.33,39.0,5.67e-05
2388,1,39,254.38,40.0,5.67e-05
2389,0,19,20.00,39.0,5.67e-05
2390,1,29,209.78,39.0,5.66e-05
2391,0,18,14.75,39.0,5.66e-05
2392,1,63,216.41,39.0,5.66e-05
2394,1,36,201.82,39.0,5.65e-05
2395,1,42,208.56,39.0,5.65e-05
2396,0,2,-31.81,38.0,5.65e-05
2397,0,49,80.78,38.0,5.65e-05
2398,1,40,215.50,38.0,5.64e-05
2399,0,18,-14.68,38.0,5.64e-05
2400,1,74,218.32,39.0,5.64e-05
2401,1,37,213.86,40.0,5.63e-05
2402,0,14,11.70,40.0,5.63e-05
2404,0,6,-37.02,40.0,5.63e-05
2405,1,22,207.62,41.0,5.62e-05
2406,0,18,4.29,41.0,5.62e-05
2407,1,42,227.86,42.0,5.62e-05
2408,0,5,-23.15,42.0,5.61e-05
2409,0,35,17.18,42.0,5.61e-05
2411,1,34,201.11,43.0,5.61e-05
2412,0,21,-26.76,42.0,5.61e-05
2413,0,18,15.65,41.0,5.60e-05
2414,0,3,-26.04,41.0,5.60e-05
2415,1,36,217.22,41.0,5.60e-05
2416,0,31,31.62,40.0,5.59e-05
2417,0,50,22.22,39.0,5.59e-05
2418,1,79,192.56,40.0,5.59e-05
2419,1,39,220.59,41.0,5.58e-05
2420,1,39,210.67,41.0,5.58e-05
2421,0,14,-17.44,40.0,5.58e-05
2422,0,26,15.24,40.0,5.57e-05
2423,1,27,207.78,41.0,5.57e-05
2424,0,4,-9.70,40.0,5.57e-05
2425,0,50,19.08,40.0,5.57e-05
2426,0,26,-1.17,40.0,5.56e-05
2427,0,14,-28.19,40.0,5.56e-05
2428,0,3,-34.29,40.0,5.56e-05
2429,1,44,222.04,40.0,5.55e-05
2431,0,12,7.63,38.0,5.55e-05
2432,0,24,17.39,38.0,5.55e-05
2433,1,51,200.04,38.0,5.54e-05
2434,0,15,12.46,37.0,5.54e-05
2435,0,32,48.13,36.0,5.54e-05
2436,0,5,-34.85,36.0,5.53e-05
2437,0,10,-19.39,35.0,5.53e-05
2438,0,5,-18.41,35.0,5.53e-05
2440,0,35,17.92,35.0,5.53e-05
2441,0,3,-26.86,35.0,5.52e-05
2442,1,67,199.15,35.0,5.52e-05
2443,1,56,222.20,36.0,5.52e-05
2444,0,3,-24.10,36.0,5.51e-05
2445,1,80,275.22,37.0,5.51e-05
2446,0,45,-14.69,36.0,5.51e-05
2447,0,13,-15.38,36.0,5.50e-05
2448,1,31,207.71,37.0,5.50e-05
2449,1,58,209.63,38.0,5.50e-05
2450,0,29,30.04,37.0,5.49e-05
2451,0,22,-10.92,37.0,5.49e-05
2452,1,28,226.94,38.0,5.49e-05
2453,0,50,57.68,38.0,5.48e-05
2454,0,10,-13.51,38.0,5.48e-05
2455,1,52,236.16,39.0,5.48e-05
2456,0,13,-14.10,38.0,5.48e-05
2457,0,2,-33.57,37.0,5.47e-05
2458,1,27,214.28,38.0,5.47e-05
2459,0,35,-31.89,38.0,5.47e-05
2460,1,49,225.58,39.0,5.46e-05
2461,0,2,-30.10,39.0,5.46e-05
2462,1,61,229.87,40.0,5.46e-05
2463,1,45,221.42,40.0,5.45e-05
2464,0,4,-26.93,40.0,5.45e-05
2465,1,26,207.69,40.0,5.45e-05
2466,0,19,-21.81,39.0,5.44e-05
2467,0,24,49.28,39.0,5.44e-05
2468,1,39,195.32,40.0,5.44e-05
2469,0,56,77.18,39.0,5.44e-05
2470,0,5,-27.05,38.0,5.43e-05
2471,1,38,218.04,39.0,5.43e-05
2472,1,65,243.44,39.0,5.43e-05
2473,0,13,-4.04,38.0,5.42e-05
2474,0,77,84.04,38.0,5.42e-05
2476,0,14,10.70,37.0,5.42e-05
2477,1,54,218.99,38.0,5.41e-05
2478,0,23,13.52,37.0,5.41e-05
2479,1,28,216.03,38.0,5.41e-05
2480,1,86,234.60,38.0,5.40e-05
2481,0,45,58.35,38.0,5.40e-05
2482,1,63,204.25,39.0,5.40e-05
2483,0,23,42.25,38.0,5.39e-05
2484,1,42,192.41,38.0,5.39e-05
2485,1,43,213.10,39.0,5.39e-05
2486,1,26,208.58,40.0,5.39e-05
2487,0,2,-33.83,40.0,5.38e-05
2488,0,12,15.15,39.0,5.38e-05
2489,1,40,239.68,40.0,5.38e-05
2490,0,38,13.47,39.0,5.37e-05
2491,1,33,256.05,40.0,5.37e-05
2492,1,46,227.00,40.0,5.37e-05
2493,0,8,12.89,40.0,5.36e-05
2494,0,6,-7.03,39.0,5.36e-05
2495,1,23,199.90,39.0,5.36e-05
2496,1,48,227.11,40.0,5.35e-05
2497,1,34,221.12,41.0,5.35e-05
2498,1,33,235.33,41.0,5.35e-05
2499,1,84,198.98,42.0,5.35e-05
2500,1,59,245.04,42.0,5.34e-05
2501,1,41,239.72,42.0,5.34e-05
2502,0,2,-31.74,42.0,5.34e-05
2503,0,11,13.34,42.0,5.33e-05
2505,1,27,221.72,42.0,5.33e-05
2506,1,57,216.82,43.0,5.33e-05
2507,1,64,227.73,43.0,5.32e-05
2508,1,38,236.97,44.0,5.32e-05
2509,1,57,209.76,45.0,5.32e-05
2510,1,59,196.82,46.0,5.31e-05
2511,1,61,193.20,46.0,5.31e-05
2512,0,15,-15.20,46.0,5.31e-05
2513,0,18,19.90,46.0,5.30e-05
2514,0,7,-9.73,46.0,5.30e-05
2515,1,18,211.45,46.0,5.30e-05
2516,0,55,83.57,46.0,5.30e-05
2517,1,39,226.93,47.0,5.29e-05
2518,0,55,43.16,46.0,5.29e-05
2519,0,28,31.37,45.0,5.29e-05
2520,1,38,193.98,45.0,5.28e-05
2521,1,25,221.69,46.0,5.28e-05
2522,0,66,69.72,46.0,5.28e-05
2523,0,34,59.91,45.0,5.27e-05
2524,0,6,-6.05,45.0,5.27e-05
2525,0,63,69.84,45.0,5.27e-05
2526,0,12,-19.31,45.0,5.26e-05
2527,1,47,215.42,46.0,5.26e-05
2528,1,45,227.50,47.0,5.26e-05
2529,1,40,239.03,47.0,5.26e-05
2530,1,19,220.42,48.0,5.25e-05
2531,0,28,55.31,48.0,5.25e-05
2532,0,57,23.58,48.0,5.25e-05
2533,1,85,211.67,48.0,5.24e-05
2534,0,57,21.27,48.0,5.24e-05
2535,0,40,30.68,48.0,5.24e-05
2536,0,21,-10.54,48.0,5.23e-05
2537,0,2,-25.90,48.0,5.23e-05
2538,0,8,-12.28,48.0,5.23e-05
2539,1,64,211.60,49.0,5.22e-05
2540,1,74,204.85,50.0,5.22e-05
2541,0,3,-31.11,50.0,5.22e-05
2542,0,39,10.89,49.0,5.21e-05
2543,1,31,239.23,49.0,5.21e-05
2544,0,6,-4.95,49.0,5.21e-05
2545,1,59,231.97,49.0,5.21e-05
2546,1,51,219.63,50.0,5.20e-05
2547,0,3,-18.65,50.0,5.20e-05
2548,0,30,45.90,49.0,5.20e-05
2549,0,3,-39.31,48.0,5.19e-05
2550,0,38,84.81,48.0,5.19e-05
2551,1,53,212.82,49.0,5.19e-05
2552,1,33,220.87,49.0,5.18e-05
2553,1,54,230.32,50.0,5.18e-05
2554,1,60,237.43,51.0,5.18e-05
2555,0,5,-26.05,50.0,5.17e-05
2556,1,31,208.44,51.0,5.17e-05
2557,1,60,222.41,52.0,5.17e-05
2558,0,38,44.38,51.0,5.17e-05
2559,1,51,228.19,52.0,5.16e-05
2560,1,31,199.72,52.0,5.16e-05
2561,0,51,47.75,52.0,5.16e-05
2562,0,16,14.90,51.0,5.15e-05
2563,1,89,222.72,51.0,5.15e-05
2564,0,36,40.16,51.0,5.15e-05
2565,1,48,237.70,51.0,5.14e-05
2566,1,74,235.52,52.0,5.14e-05
2567,0,24,26.68,52.0,5.14e-05
2568,1,27,216.46,52.0,5.13e-05
2569,1,35,203.33,53.0,5.13e-05
2570,0,27,17.91,53.0,5.13e-05
2571,0,21,38.15,52.0,5.12e-05
2572,1,53,212.21,52.0,5.12e-05
2573,0,53,93.40,52.0,5.12e-05
2574,1,58,207.97,53.0,5.12e-05
2575,1,18,209.66,54.0,5.11e-05
2576,0,40,26.50,54.0,5.11e-05
2577,0,8,-21.20,53.0,5.11e-05
2578,1,66,223.17,54.0,5.10e-05
2579,0,14,6.04,53.0,5.10e-05
2580,0,25,-7.85,52.0,5.10e-05
2581,0,40,-41.93,52.0,5.09e-05
2582,0,4,-23.02,51.0,5.09e-05
2583,1,65,225.73,52.0,5.09e-05
2584,0,7,-26.92,51.0,5.08e-05
2585,1,49,216.58,51.0,5.08e-05
2586,0,39,47.84,50.0,5.08e-05
2587,1,36,239.47,51.0,5.07e-05
2588,1,58,230.84,52.0,5.07e-05
2589,0,20,15.27,51.0,5.07e-05
2590,0,9,-19.85,51.0,5.07e-05
2591,0,11,-11.64,50.0,5.06e-05
2592,0,28,44.58,49.0,5.06e-05
2593,1,41,228.33,50.0,5.06e-05
2594,0,14,-12.96,50.0,5.05e-05
2595,0,18,22.79,49.0,5.05e-05
2596,0,5,-25.70,48.0,5.05e-05
2597,0,5,-37.76,47.0,5.04e-05
2598,1,42,214.44,47.0,5.04e-05
2599,1,66,226.49,47.0,5.04e-05
2600,0,9,-18.17,46.0,5.03e-05
2601,0,44,38.34,45.0,5.03e-05
2602,0,6,-8.98,45.0,5.03e-05
2603,1,51,218.20,46.0,5.03e-05
2604,0,11,-34.29,46.0,5.02e-05
2605,0,24,38.23,45.0,5.02e-05
2606,1,25,217.23,45.0,5.02e-05
2607,0,31,56.13,44.0,5.01e-05
2608,1,64,248.25,44.0,5.01e-05
2609,1,31,226.85,44.0,5.01e-05
2610,0,36,-11.14,43.0,5.00e-05
2611,1,50,254.01,43.0,5.00e-05
2612,0,32,28.56,43.0,5.00e-05
2613,1,69,223.35,44.0,4.99e-05
2614,0,24,26.78,44.0,4.99e-05
2615,0,6,-12.02,43.0,4.99e-05
2616,1,56,233.71,44.0,4.98e-05
2617,1,45,216.35,44.0,4.98e-05
2618,0,8,-36.47,44.0,4.98e-05
2619,0,19,14.43,44.0,4.98e-05
2620,1,38,251.89,44.0,4.97e-05
2621,1,34,199.95,44.0,4.97e-05
2622,0,12,-17.44,44.0,4.97e-05
2623,0,9,-1.41,44.0,4.96e-05
2624,0,55,70.40,44.0,4.96e-05
2625,0,17,20.49,44.0,4.96e-05
2626,0,33,-1.18,44.0,4.95e-05
2627,1,42,221.02,44.0,4.95e-05
2628,0,8,-8.63,43.0,4.95e-05
2629,0,35,3.07,42.0,4.94e-05
2630,0,55,37.74,41.0,4.94e-05
2631,0,36,41.70,41.0,4.94e-05
2632,0,10,18.09,41.0,4.93e-05
2633,0,2,-24.94,40.0,4.93e-05
2634,0,5,-25.40,40.0,4.93e-05
2635,0,25,-3.44,40.0,4.93e-05
2636,1,25,206.76,41.0,4.92e-05
2637,1,60,194.29,42.0,4.92e-05
2638,0,39,79.37,42.0,4.92e-05
2639,1,71,193.07,42.0,4.91e-05
2640,1,31,237.08,42.0,4.91e-05
2641,1,64,222.55,43.0,4.91e-05
2642,1,42,210.09,44.0,4.90e-05
