update,steps,train_mean_reward,train_loss,train_success_rate,eval_mean_reward,eval_success_rate
1,4096,-0.2112977733204997,85.55462753772736,0.0,nan,nan
2,8192,-0.20448677630202663,66.37605583667755,0.0,-148.09912070680352,0.4
3,12288,-0.19312765738864607,38.64926044642925,0.0,-119.73015335342964,0.5
4,16384,-0.12053342750944253,526.8351468145847,1.0,-93.51443714705529,0.6
5,20480,-0.1602185494579006,343.6841517984867,1.0,-129.78810916885615,0.5
6,24576,-0.14610466870172717,420.48027911782265,1.0,-129.78810916885615,0.5
7,28672,-0.16993788288733314,314.9515919983387,1.0,-101.43437549674891,0.6
8,32768,-0.13030907470954994,623.954851359129,1.0,-53.99981423910592,0.8
9,36864,-0.12579123204201478,528.4755919873714,1.0,-17.813127897575992,0.9
10,40960,-0.14868902014335697,336.73028296232224,1.0,-4.87908470920045,0.9
11,45056,-0.04671264047328267,1303.26402759552,1.0,41.58661125825121,1.0
12,49152,-0.05669289499671421,968.251117348671,1.0,41.58661125825121,1.0
13,53248,0.05371201192117468,2199.3768372535706,1.0,83.13011208689002,1.0
14,57344,-0.025085647215423418,1223.725796341896,1.0,10.250532297800623,0.9
15,61440,-0.10726328923509634,600.6710099577904,1.0,49.21041232366763,1.0
16,65536,-0.10674654492100664,544.8699144721031,1.0,61.41425854827448,1.0
17,69632,-0.005173244730523954,1541.8111851215363,1.0,61.41425854827448,1.0
18,73728,-0.046739758611483814,1130.3199610710144,1.0,68.4827465610175,1.0
19,77824,-0.027178133224881676,1324.4425573349,1.0,64.15754788343637,1.0
20,81920,0.015297347925697181,1695.836121559143,1.0,80.85444815016042,1.0
21,86016,0.00419301267083037,1645.914140701294,1.0,48.306300924835085,1.0
22,90112,-0.02906505000438048,1321.6769297122955,1.0,115.09187828303763,1.0
23,94208,0.17909770620456886,2971.3123140335083,1.0,115.09187828303763,1.0
24,98304,0.014317185680103213,1547.7560062408447,1.0,87.01519806944462,1.0
25,102400,0.09670843847117122,2225.044910430908,1.0,78.23319779236887,0.9
26,106496,0.08810377074606314,2037.0700721740723,1.0,112.89223114716481,1.0
27,110592,0.12154416345419991,2397.658401489258,1.0,104.3689871826515,1.0
28,114688,0.1727587406981962,2711.056568145752,1.0,104.3689871826515,1.0
29,118784,0.19007291761140202,2610.514377593994,1.0,96.92540300533226,1.0
30,122880,0.10648958611647535,1983.6491594314575,1.0,120.50914970875965,1.0
31,126976,0.2683103947441801,3148.6348037719727,1.0,97.31351013687404,1.0
32,131072,0.18813374333758437,2500.967939376831,1.0,124.8579069653839,1.0
33,135168,0.11197094761948541,1814.495901107788,1.0,119.04242031198108,1.0
34,139264,0.09677070339618098,1790.1413125991821,1.0,119.04242031198108,1.0
35,143360,0.09235407463288557,1848.8843221664429,1.0,100.64062529606015,1.0
36,147456,0.10993068219602842,1694.2712650299072,1.0,118.07358667037298,1.0
37,151552,0.09119320058534663,1676.6825547218323,1.0,107.6519587471264,1.0
38,155648,0.26610458627770783,2828.174571990967,1.0,104.10629733680898,1.0
39,159744,0.21114861674445906,2271.036271095276,1.0,104.10629733680898,1.0
40,163840,0.3234620310550635,2873.832794189453,1.0,121.28598608793524,1.0
41,167936,0.1823094527606809,1886.4650897979736,1.0,113.83042939785385,1.0
42,172032,0.2912417375060893,2672.0132570266724,1.0,131.255235955209,1.0
43,176128,0.2827868538759787,2321.134524345398,1.0,105.17422499121899,1.0
44,180224,0.3413810111570962,2561.5088815689087,1.0,116.12038209060533,1.0
45,184320,0.22357146951267337,2080.8284873962402,1.0,116.12038209060533,1.0
46,188416,0.22858807899819003,1931.2178001403809,1.0,133.30577421607921,1.0
47,192512,0.3604516220377748,2490.872039794922,1.0,80.34758780648043,1.0
48,196608,0.2563916513808323,2081.2972564697266,1.0,113.52871718909178,1.0
49,200704,0.1378781942160039,1420.7058944702148,1.0,113.00488918346937,1.0
50,204800,0.43630838081236234,2494.548896789551,1.0,113.00488918346937,1.0
51,208896,0.3594158368072533,2052.899871826172,1.0,108.19271253471156,1.0
52,212992,0.23823143819917642,1663.014669418335,1.0,109.56029584994708,1.0
53,217088,0.3089840104686461,1870.7048645019531,1.0,122.06946380800574,1.0
54,221184,0.4666938617936543,2391.777805328369,1.0,106.99604381790263,1.0
55,225280,0.49783435433620693,2212.274778366089,1.0,134.51690023686345,1.0
56,229376,0.48918492232878485,2061.2327270507812,1.0,134.51690023686345,1.0
57,233472,0.43337260015711027,1861.4344577789307,1.0,143.23939822017718,1.0
58,237568,0.3321598958128715,1462.488914489746,1.0,124.836958789443,1.0
59,241664,0.5897748110081088,1956.4098777770996,1.0,129.9044061499764,1.0
60,245760,0.3539439814508345,1578.9734239578247,1.0,136.4716971297541,1.0
61,249856,0.4077566996360182,1387.4644870758057,1.0,136.4716971297541,1.0
62,253952,0.5302606146591142,1885.469898223877,1.0,17.18252997578112,0.7
63,258048,0.25675778580392583,1211.3362436294556,1.0,90.00061219406264,1.0
64,262144,0.2274400758560003,1062.4960141181946,1.0,136.88671789170655,1.0
65,266240,0.37186028201137555,1498.8045482635498,1.0,118.27378203909367,1.0
66,270336,0.49594818695276055,1267.8127164840698,1.0,146.0803067877752,1.0
67,274432,0.6067375954714678,1715.6252136230469,1.0,146.0803067877752,1.0
68,278528,0.4288865240583961,1428.859004020691,1.0,131.52586051644624,1.0
69,282624,0.5720879024348697,1739.9732065200806,1.0,147.90308180148767,1.0
70,286720,0.3614928354943746,1130.7234544754028,1.0,146.28074265864558,1.0
71,290816,0.41641002891173007,931.6026577949524,1.0,117.28183021838404,1.0
72,294912,0.5471926666901689,1520.757981300354,1.0,117.28183021838404,1.0
73,299008,0.5373317206947472,1300.8067321777344,1.0,141.63512091786552,1.0
74,303104,0.4479006659052941,1039.2797222137451,1.0,146.7605225704266,1.0
75,307200,0.563577907536086,1441.8468952178955,1.0,146.8045976856069,1.0
76,311296,0.727078678782118,1550.0148429870605,1.0,141.29528827904227,1.0
77,315392,0.6663008749691034,1369.270712852478,1.0,150.45095492948104,1.0
78,319488,0.7454000053250206,1092.540729522705,1.0,150.45095492948104,1.0
79,323584,0.5754832908769507,971.7820386886597,1.0,145.4599973629196,1.0
80,327680,0.6900751125419339,1118.1866006851196,1.0,147.8773708109285,1.0
81,331776,0.6336283889128131,887.8068790435791,1.0,146.70388803663928,1.0
82,335872,0.8384274172390321,1136.7392435073853,1.0,147.56458631917633,1.0
83,339968,0.715728557099613,883.0188751220703,1.0,147.56458631917633,1.0
84,344064,0.8614392511286051,1145.042812347412,1.0,150.65394752730066,1.0
85,348160,0.7966018770654573,835.9951725006104,1.0,143.35425214601267,1.0
86,352256,0.8924346668032656,1038.363018989563,1.0,154.17657914918354,1.0
87,356352,0.7851323276809841,789.8615627288818,1.0,148.39691247529728,1.0
88,360448,0.7551837294348862,887.50914478302,1.0,154.05154311702114,1.0
89,364544,0.7485986932334997,781.2612257003784,1.0,154.05154311702114,1.0
90,368640,0.8218116492161733,929.4570331573486,1.0,154.9264434945079,1.0
91,372736,0.8555322019531246,658.8554391860962,1.0,154.25414011353746,1.0
